surface_roughness_um,weld_depth_mm,wall_thickness_mm,tensile_strength_mpa,temp_at_weld_celsius,pressure_test_bar,cycle_time_seconds,operator_shift,roughness_weld_ratio,thickness_deviation,weld_temp_deviation,is_night_shift,defect
3.195875723719736,5.215431082191157,8.12149354244769,513.7080192635609,1115.1569872469909,85.42018296527807,148.71947045310182,3.0,0.6127730714378994,0.0785064575523097,64.84301275300913,1,1
3.017532441062496,3.946900777727601,8.464665261916185,513.072326155208,1197.6833521567985,88.89803407019357,143.32182952221146,3.0,0.764532125389604,0.2646652619161855,17.683352156798264,1,0
3.5709645696040098,4.366726693393768,8.405375717699012,507.2270703787897,1205.816138996057,83.39962027365792,147.4781612786608,3.0,0.8177669040264417,0.2053757176990132,25.81613899605668,1,0
3.252396406460813,4.701220386811225,8.445944898824138,527.2462620794263,1190.3834260918843,80.26833477955807,136.09523775624118,1.0,0.6918195996284808,0.2459448988241384,10.383426091884305,0,0
3.049496627427028,4.0859609125883845,8.151412719604835,506.32195440804895,1178.686747482946,79.25590695835957,128.9515527945828,1.0,0.7463352420444204,0.0485872803951643,1.3132525170540248,0,0
3.8406184689107215,4.719549865338212,8.185123782151578,529.2514764515878,1164.249341135975,81.43309495207237,136.13079740466708,3.0,0.8137679604369912,0.0148762178484211,15.750658864024672,1,0
3.978359186973732,4.848570872547558,8.178806651991035,507.18997914924506,1181.7037427095895,81.09552634698872,140.71007455991403,1.0,0.8205220240625012,0.0211933480089641,1.7037427095895057,0,0
3.815916243846973,4.005736678696566,7.938748866974818,533.2103380386011,1178.8190283659226,87.09447943773033,142.4058339730597,2.0,0.9526128522596816,0.2612511330251816,1.180971634077423,0,0
3.3455329194178387,4.874526445548284,7.931853809496174,530.9672714248508,1205.1712935267149,84.5621610805254,136.24061774592394,2.0,0.6863298324674911,0.2681461905038249,25.171293526714862,0,0
3.024935451297132,4.23235537574972,8.04328359939058,515.3029686090631,1182.9123155876468,88.90714295167386,137.15848598419424,2.0,0.7147167905404391,0.1567164006094188,2.9123155876468445,0,0
4.017779763627492,4.988068016255854,8.1526774871422,502.9398878351989,1158.9059371927642,83.87255014181824,149.91808999934386,1.0,0.8054781429860778,0.0473225128578,21.094062807235787,0,0
3.748676997958134,4.5314505100491616,8.117037796132426,493.1682962612393,1189.850739002869,90.62423433313836,140.02348091493656,2.0,0.827257627291224,0.0829622038675736,9.850739002868975,0,0
3.5532973965996546,4.680746928801476,8.388390785976616,523.8840314838192,1168.504157290413,87.59189145975154,158.58431859238416,3.0,0.7591304229622943,0.1883907859766171,11.495842709586896,1,1
3.055460918365113,4.143333175866339,8.24628230064067,503.74355456278033,1201.83758480526,84.78351936730975,139.2691951385221,3.0,0.7374403138576465,0.0462823006406711,21.83758480525989,1,0
