surface_roughness_um,weld_depth_mm,wall_thickness_mm,tensile_strength_mpa,temp_at_weld_celsius,pressure_test_bar,cycle_time_seconds,operator_shift,roughness_weld_ratio,thickness_deviation,weld_temp_deviation,is_night_shift,defect
3.794782564412592,4.602238780945024,8.094419536970443,512.7821486450208,1015.6519828798952,49.09240045820858,200.75076839316185,1.0,0.8245514290348966,0.1055804630295558,164.34801712010483,0,0
2.8291701277465493,4.140016753005003,8.204884506489075,521.2857266209177,1035.893516165958,70.82744938704231,165.0188537291786,3.0,0.6833716614817182,0.0048845064890752,144.1064838340419,1,0
3.410309141563915,4.769888323581824,8.356655891260566,480.7405129367504,1044.3142163229863,60.667341083155065,244.78141800703276,1.0,0.714966244385375,0.1566558912605664,135.68578367701366,0,1
3.199372376708115,3.797046092059661,8.13819112440295,509.2914050064635,1068.274794458154,59.20904670819662,175.7349923710091,2.0,0.8425950853101336,0.06180887559705,111.72520554184598,0,0
2.4842873882176866,4.640997567825682,8.21809568410703,521.8038438493393,1019.2502063021608,68.36068724302316,138.66733288686686,1.0,0.5352916805871737,0.0180956841070312,160.7497936978391,0,0
3.532376060355451,3.926494556281692,8.046470606948736,515.457697717556,1060.6504469274118,75.85338839402915,184.3357018457008,3.0,0.8996258644506848,0.1535293930512633,119.34955307258817,1,0
2.9852529131750267,4.507640513547576,8.338643641420521,510.82010284766807,1093.2476927030018,68.05461714752306,174.0860742351022,2.0,0.6622650815966081,0.1386436414205221,86.7523072969982,0,0
2.9560776607631776,4.384615021927528,8.114140111458656,500.6177603201489,1051.884520997432,55.673985959533496,213.80421075011384,3.0,0.674193206314715,0.0858598885413428,128.115479002568,1,1
3.184820208289142,4.374538396697628,8.466529516095251,491.9637713941592,991.306125088125,60.37341652226743,228.6343212108558,2.0,0.7280357191436132,0.2665295160952521,188.693874911875,0,1
3.073035542883358,4.606257476463847,8.328843566189589,556.4302563622534,1088.7557518783317,52.18439030578423,196.6813381488692,2.0,0.6671436752978334,0.1288435661895892,91.24424812166852,0,1
3.5828117609744377,4.472572318899982,8.187510227834204,534.7208981941336,1046.0971498789668,67.17643823954332,207.72165661362783,1.0,0.8010629017742876,0.0124897721657948,133.90285012103325,0,1
