surface_roughness_um,weld_depth_mm,wall_thickness_mm,tensile_strength_mpa,temp_at_weld_celsius,pressure_test_bar,cycle_time_seconds,operator_shift,roughness_weld_ratio,thickness_deviation,weld_temp_deviation,is_night_shift,defect
2.8970236178499484,3.76422502598121,8.109902950492287,533.4554769411627,1198.256425208898,93.69983092502306,150.2833207958325,,0.7696201999308395,0.0900970495077118,18.25642520889801,,0
4.062233426162621,4.663382450160271,8.304663228280189,503.64538256003584,1185.493349062118,82.95428856241577,143.42982191840244,,0.8710916311725447,0.1046632282801898,5.493349062117886,,0
3.464548785841219,4.369890629642004,8.212751486710873,542.608590747642,1205.5180239506171,83.43849310658521,141.13735766100567,,0.7928227680453923,0.012751486710874,25.51802395061713,,0
3.62247543211862,4.124551566755072,8.140466502306122,510.0851230518296,1217.238801238521,87.60559647061046,136.8814525653101,,0.878271339953273,0.0595334976938772,37.23880123852109,,0
3.0191280099837803,4.7510736422912885,8.297882587107024,523.6045022096824,1218.7630125241974,90.26515216343476,136.79545331208337,,0.6354622631974802,0.0978825871070245,38.76301252419739,,0
3.2020591409547525,4.401016946297725,8.21708294831345,488.0530903037268,1221.7356105915435,75.79257500584947,129.23099192911653,,0.7275725540936291,0.0170829483134511,41.73561059154372,,0
3.2895348236554995,4.285102513556715,8.11768885440998,529.4879006060313,1186.474537994317,85.53990017233245,129.90207473332336,,0.7676677074774243,0.0823111455900189,6.474537994316961,,0
3.5184129359348137,5.02977108637028,8.242442064213764,555.5824529787577,1169.302199903877,90.6328413303916,135.27856686156565,,0.6995175078185017,0.0424420642137644,10.697800096123046,,0
3.195158073997194,4.470046409291001,8.392258074069948,543.1797474733028,1168.659468562125,89.94215654965961,126.51920531213536,,0.7147930425601976,0.1922580740699491,11.340531437874915,,0
3.679130531131513,4.3393632969707,7.766968163473681,517.9831685181656,1178.224594214729,85.49956494902749,138.57480659852712,,0.8478503131673846,0.4330318365263181,1.7754057852710048,,0
3.76136034992462,4.495618891716803,8.237422442142554,506.3067924234408,1213.4759760329976,87.98561158071463,133.46571180475377,,0.8366724225708433,0.0374224421425548,33.47597603299755,,0
3.1930619877178548,4.796554245480214,8.035604032850337,526.0335875177897,1229.2936330801422,83.55028730628115,145.19099227922922,,0.6656991297577783,0.1643959671496624,49.29363308014217,,0
2.909803479963586,4.7211357528285935,8.005686986549847,548.9583008061826,1206.746108268261,87.97553718068214,146.8497558486521,,0.6163354819026096,0.1943130134501522,26.74610826826097,,0
3.684014893626824,4.590363871304064,7.904936367340283,515.4586912500404,1154.022070678703,84.68974920694646,136.09955924731486,,0.802554001405925,0.2950636326597164,25.977929321297097,,0
3.3543279469762126,4.337863465888607,8.241666682227256,521.0847134174036,1153.9286466532908,82.7695703837534,154.5276023331311,,0.773267294505733,0.0416666822272571,26.0713533467092,,0
3.235812563210328,4.16280863693272,8.265918455847885,502.3738654913941,1186.0484554758234,87.43515019304368,137.73032182642984,,0.7773147518059478,0.0659184558478855,6.048455475823403,,0
2.877825052901583,4.981683641322047,8.372528779875742,508.0141965768052,1147.832746521571,82.37161841079232,148.83493468679114,,0.5776812137272089,0.1725287798757424,32.167253478429075,,0
3.255940105311699,4.696197350465051,8.136914060926173,514.6573868617088,1169.2269552331206,87.33568277413883,137.11915326813045,,0.6933141564623467,0.0630859390738258,10.773044766879366,,0
3.1283790362679795,4.7761240731845405,8.45024954409563,514.0908483000843,1167.8704974626646,87.51499397820969,145.98216622593594,,0.6550037201037556,0.2502495440956309,12.129502537335384,,0
2.5461625995110357,4.9532482459128575,8.221164274960465,506.8066029089503,1181.4912884740338,88.87462021354933,143.13178879243517,,0.5140389644508423,0.0211642749604656,1.4912884740338086,,0
